original_name,wikidata_id,aliases,relationships,brands,status,aliases_text,num_aliases,brands_text,num_brands,num_subsidiaries,num_parent_organizations,num_successors,num_predecessors,subsidiary_names,brand_names
WD,Q738770,"['Western Digital Corporation', 'WD', 'WDC', 'Western Digital Corp.', 'WD Corp.', 'Western Digital Technologies, Inc.  (San Jose, CA)', 'Western Digital']","{'subsidiaries': ['Q28979022', 'Q28979025', 'Q28979029', 'Q30338683', 'Q260833'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['SanDisk', 'HGST']",found,"Western Digital Corporation|WD|WDC|Western Digital Corp.|WD Corp.|Western Digital Technologies, Inc.  (San Jose, CA)|Western Digital",7,SanDisk|HGST,2,5,0,0,0,Western Digital (Netherlands)|Western Digital (Israel)|Western Digital (China)|Western Digital (Japan)|SanDisk,SanDisk|HGST
DAYCO,Q3703818,['Dayco'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Dayco,1,,0,0,0,0,0,,
AUTOCUE,Q17062004,['Autocue'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Autocue,1,,0,0,0,0,0,,
SEALED AIR,Q7440621,"['Sealed Air Corporation', 'Sealed Air']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Sealed Air Corporation|Sealed Air,2,,0,0,0,0,0,,
TASCAM,Q3055169,['TASCAM'],"{'subsidiaries': [], 'parent_organizations': ['Q1549408'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,TASCAM,1,,0,0,1,0,0,,
OPTOMA,Q10942589,['Optoma Corporation'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Optoma Corporation,1,,0,0,0,0,0,,
MURATEC,Q24895794,['Muratec-KDS Corporation'],"{'subsidiaries': [], 'parent_organizations': ['Q6937458'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Muratec-KDS Corporation,1,,0,0,1,0,0,,
CONAIR CORPORATION,Q5158063,"['Conair', 'Conair Corporation']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Conair|Conair Corporation,2,,0,0,0,0,0,,
"APPLE, INC",Q312,['Apple Inc.'],"{'subsidiaries': ['Q1982831', 'Q2893391', 'Q1961036', 'Q8084438', 'Q16835875', 'Q4038751', 'Q7245704', 'Q7298416', 'Q7431115', 'Q29000247', 'Q29000259', 'Q1095605', 'Q421253', 'Q105810600', 'Q21463549', 'Q111464892'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Imagination Technologies', 'Apple corporate shuttle']",found,Apple Inc.,1,Imagination Technologies|Apple corporate shuttle,2,16,0,0,0,"FileMaker, Inc.|Anobit|Beats Electronics|Braeburn Capital|AuthenTec|FingerWorks|Prismo Graphics|Raycer|SchemaSoft|Apple Germany|Apple Israel|Claris|Apple Store|Apple Sales International|Siri Inc.|Apple Czech",Imagination Technologies|Apple corporate shuttle
GENERAL,Q81965,"['GM', 'General Motors Corporation', 'General Motors Company', 'General Motors']","{'subsidiaries': ['Q29281', 'Q59187', 'Q5513853', 'Q497193', 'Q1475085', 'Q21160726', 'Q10752027', 'Q5532048', 'Q3569419', 'Q30338742', 'Q2883616', 'Q288170', 'Q2096434', 'Q1502806', 'Q42377899', 'Q16571026', 'Q5876985', 'Q5876989', 'Q2509797', 'Q16571023', 'Q5513844', 'Q939291', 'Q112874402', 'Q112874411', 'Q5513845', 'Q112728701', 'Q5513860', 'Q968076', 'Q72371228', 'Q569235', 'Q373335', 'Q116951874', 'Q1239559', 'Q131744903'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,GM|General Motors Corporation|General Motors Company|General Motors,4,,0,34,0,0,0,Holden|Vauxhall|GM Financial|GM Korea|General Motors of Canada|GM Global Technology Operations|General Motors do Brasil|General Motors India Private Limited|OnStar|General Motors|Baojun|ACDelco|UzAuto Motors|Geo|Cruise|General Motors de Chile|General Motors of Argentina|General Motors de México|General Motors Europe|General Motors OBB|General Motors Colmotores|Marquette|General Motors China|General Motors (China) Investment|GM Defense|General Motors Specialty Vehicles|GM Certified Service|General Motors Japan|Cadillac Europe|Saturn Corporation|GM Uzbekistan|General Aviation Corp.|Yellow Coach Manufacturing Company|GM Performance Power Units,
RAYCHEM,Q7298417,['Raychem'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Raychem,1,,0,0,0,0,0,,
HYDAC,Q514771,['HYDAC'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,HYDAC,1,,0,0,0,0,0,,
PEWAG,Q2081809,"['pewag austria GmbH  (Kapfenberg)', 'pewag group']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,pewag austria GmbH  (Kapfenberg)|pewag group,2,,0,0,0,0,0,,
UNIVERSAL PRODUCTS,Q30265924,['Universal Products (United States)'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Universal Products (United States),1,,0,0,0,0,0,,
EOTECH,Q1275598,"['EOTech 552', 'EOTech']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,EOTech 552|EOTech,2,,0,0,0,0,0,,
NORD-LOCK,Q53308654,['Nord-Lock Japan'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Nord-Lock Japan,1,,0,0,0,0,0,,
OMRON,Q501376,"['OMRON Corporation', 'Omuron Kabushiki-gaisha', 'Omron', 'Omron Software', 'OMRON']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,OMRON Corporation|Omuron Kabushiki-gaisha|Omron|Omron Software|OMRON,5,,0,0,0,0,0,,
RENISHAW,Q7313261,"['Renishaw', 'Renishaw plc.', 'Renishaw plc']","{'subsidiaries': ['Q29123779', 'Q30283134'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Renishaw|Renishaw plc.|Renishaw plc,3,,0,2,0,0,0,Renishaw (Ireland)|Renishaw Diagnostics (United Kingdom),
WORLD CENTRIC,Q30286235,['World Centric (United States)'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,World Centric (United States),1,,0,0,0,0,0,,
LEXAR MEDIA,Q2038654,"['Lexar Media', 'Lexar Media, Inc.', 'Lexar']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Lexar Media|Lexar Media, Inc.|Lexar",3,,0,0,0,0,0,,
OTC TOOLS,Q7073082,"['OTC Tools', 'OTC Tool Company']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,OTC Tools|OTC Tool Company,2,,0,0,0,0,0,,
AUDIX,Q758945,['Audix'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Audix,1,,0,0,0,0,0,,
ANSELL,Q569499,"['ANSELL LIMITED', 'Ansell']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,ANSELL LIMITED|Ansell,2,,0,0,0,0,0,,
80/20,Q4644335,['80/20 Thinking'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,80/20 Thinking,1,,0,0,0,0,0,,
Sony,Q41187,"['Totsuko', 'Tokyo Telecommunications Engineering Corporation', '東京通信工業株式会社', 'ソニー株式会社', 'ソニーグループ株式会社', 'Sony']","{'subsidiaries': ['Q376692', 'Q959672', 'Q1134268', 'Q18594', 'Q1416835', 'Q822314', 'Q29000323', 'Q29000324', 'Q29000325', 'Q17500205', 'Q29000327', 'Q29000328', 'Q7562445', 'Q56863172', 'Q1529234', 'Q99356258', 'Q7554119', 'Q118261889', 'Q6014034', 'Q732503', 'Q2629382', 'Q770328', 'Q2510185', 'Q333040', 'Q2065128', 'Q1783801', 'Q7562513', 'Q11315177', 'Q130680671', 'Q130891446', 'Q11315171', 'Q11315182', 'Q11315197'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': ['Q6014034']}","['Adelaide Productions', 'Super Audio CD', 'U-matic', 'Q321259', 'Betacam SX', 'Sony Mobile Communications', 'AVCHD', 'Super Video CD', 'Digital Audio Stationary Head', 'Sony Optiarc', 'Digital Audio Tape', 'Olympus Corporation', 'Olympus Corporation', 'Olympus Corporation', 'Olympus Corporation', 'Bend Studio', 'Sony Music Entertainment Japan', 'Music Choice', 'Team Soho', 'Sony Pictures', 'Betacam', 'CD Video', 'Compact Disc Digital Audio', 'D-1', 'XDCAM', 'HDCAM', 'San Mateo Studio', 'Sony Pictures Classics', 'SMPTE D10', 'Digital Betacam', 'The Orchard', 'Cellius', 'SuperBot Entertainment', 'H2O Music', 'DV', 'Tandem Productions', 'Triumph Films', 'XAVC', 'Project Siren', 'Animax', 'Bandit.fm', 'Columbia Pictures Television', 'Columbia TriStar Television', 'Crackle', 'ELP Communications', 'Merv Griffin Enterprises', 'MiniDV', 'Sony Music India', 'Sony Pictures Entertainment Japan', 'TriStar Television', 'HDCAM SR', 'Sony Channel', 'Q5294', 'compact disc', 'Sony Financial Holdings', 'Sony']",found,Totsuko|Tokyo Telecommunications Engineering Corporation|東京通信工業株式会社|ソニー株式会社|ソニーグループ株式会社|Sony,6,Adelaide Productions|Super Audio CD|U-matic|Q321259|Betacam SX|Sony Mobile Communications|AVCHD|Super Video CD|Digital Audio Stationary Head|Sony Optiarc|Digital Audio Tape|Olympus Corporation|Olympus Corporation|Olympus Corporation|Olympus Corporation|Bend Studio|Sony Music Entertainment Japan|Music Choice|Team Soho|Sony Pictures|Betacam|CD Video|Compact Disc Digital Audio|D-1|XDCAM|HDCAM|San Mateo Studio|Sony Pictures Classics|SMPTE D10|Digital Betacam|The Orchard|Cellius|SuperBot Entertainment|H2O Music|DV|Tandem Productions|Triumph Films|XAVC|Project Siren|Animax|Bandit.fm|Columbia Pictures Television|Columbia TriStar Television|Crackle|ELP Communications|Merv Griffin Enterprises|MiniDV|Sony Music India|Sony Pictures Entertainment Japan|TriStar Television|HDCAM SR|Sony Channel|Q5294|compact disc|Sony Financial Holdings|Sony,56,33,0,0,0,Sony Mobile Communications|Daybreak Game Company|Sony Corporation of America|Sony Interactive Entertainment|Sony Pictures Animation|Sony Pictures|Sony (United Kingdom)|Sony (Germany)|Sony (Sweden)|Sony (China)|Sony España|Sony (Taiwan)|Sony Canada|Sony Music Entertaiment International|Rockwell Automation|Sony Brasil|Softkinetic|Qrio|Sony Corporation|Sony Music Entertainment Japan|Sony Financial Holdings|Aniplex|Sony Network Communications Inc.|Sony Music Publishing|Sony Pictures Motion Picture Group|Sony Pictures Imageworks|Sony Pictures Worldwide Acquisitions|Sony Global Manufacturing & Operations|Sony Wireless Communications|Sony Enterprise|SONY PCL|Sony Computer Science Laboratories|Sony Marketing (Japan),Adelaide Productions|Super Audio CD|U-matic|Q321259|Betacam SX|Sony Mobile Communications|AVCHD|Super Video CD|Digital Audio Stationary Head|Sony Optiarc|Digital Audio Tape|Olympus Corporation|Olympus Corporation|Olympus Corporation|Olympus Corporation|Bend Studio|Sony Music Entertainment Japan|Music Choice|Team Soho|Sony Pictures|Betacam|CD Video|Compact Disc Digital Audio|D-1|XDCAM|HDCAM|San Mateo Studio|Sony Pictures Classics|SMPTE D10|Digital Betacam|The Orchard|Cellius|SuperBot Entertainment|H2O Music|DV|Tandem Productions|Triumph Films|XAVC|Project Siren|Animax|Bandit.fm|Columbia Pictures Television|Columbia TriStar Television|Crackle|ELP Communications|Merv Griffin Enterprises|MiniDV|Sony Music India|Sony Pictures Entertainment Japan|TriStar Television|HDCAM SR|Sony Channel|Q5294|compact disc|Sony Financial Holdings|Sony
IONSENSE,Q6062832,['IonSense'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,IonSense,1,,0,0,0,0,0,,
TELEFUNKEN,Q325635,"['Telefunken AG', 'TFK', 'Telefunken']","{'subsidiaries': ['Q456999', 'Q107059688'], 'parent_organizations': ['Q158276'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Telefunken AG|TFK|Telefunken,3,,0,2,1,0,0,Teldec|Transradio AG für drahtlosen Übersee-Verkehr,
NOVATRON,Q102264420,['NOVATRONIC'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,NOVATRONIC,1,,0,0,0,0,0,,
BEVCO,Q6393413,"['BEVCO', 'Kerala State Beverages Corporation']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,BEVCO|Kerala State Beverages Corporation,2,,0,0,0,0,0,,
ITOYA,Q11379485,"['Ito-ya', 'Itoya']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Ito-ya|Itoya,2,,0,0,0,0,0,,
A&S,Q131870308,['A&S Transit'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,A&S Transit,1,,0,0,0,0,0,,
AMETEK,Q470317,"['AMETEK, Inc', 'Ametek Inc.', 'Ametek']","{'subsidiaries': ['Q28971958', 'Q8075855', 'Q110702295', 'Q1265981'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['Powervar'],found,"AMETEK, Inc|Ametek Inc.|Ametek",3,Powervar,1,4,0,0,0,Ametek (Germany)|Zygo Corporation|AMETEK Crank|Dunkermotoren,Powervar
JAMCO,Q11310083,['JAMCO'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,JAMCO,1,,0,0,0,0,0,,
MAXELL,Q1913796,"['Hitachi Maxell', 'Maxell']","{'subsidiaries': [], 'parent_organizations': ['Q53238'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Hitachi Maxell|Maxell,2,,0,0,1,0,0,,
DAP.,Q67814433,"['DAP. a.s.', 'DAP.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,DAP. a.s.|DAP.,2,,0,0,0,0,0,,
COMBAT MEDICAL,Q30268860,['Combat Medical'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Combat Medical,1,,0,0,0,0,0,,
VMWARE,Q11407,"['VMware Inc.', 'vmware.com', 'VMware, Inc.', 'VMware LLC', 'VMW', 'VMware']","{'subsidiaries': [], 'parent_organizations': ['Q790060'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"VMware Inc.|vmware.com|VMware, Inc.|VMware LLC|VMW|VMware",6,,0,0,1,0,0,,
BROOKS BROTHERS,Q929722,['Brooks Brothers'],"{'subsidiaries': [], 'parent_organizations': ['Q1878364'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Brooks Brothers,1,,0,0,1,0,0,,
RAIN BIRD,Q7284463,['Rain Bird'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rain Bird,1,,0,0,0,0,0,,
Smith & Wesson,Q463090,['Smith & Wesson'],"{'subsidiaries': ['Q7795702'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Smith & Wesson,1,,0,1,0,0,0,Thompson Center Arms,
MAG INSTRUMENT,Q125524954,"['Mag Instrument, Inc.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Mag Instrument, Inc.",1,,0,0,0,0,0,,
COCKPIT USA,Q3504397,['Avirex'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Avirex,1,,0,0,0,0,0,,
WESTPOINT HOME,Q7984191,['WestPoint Home'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,WestPoint Home,1,,0,0,0,0,0,,
CARRIER,Q731912,"['Carrier Corp', 'Carrier', 'CARRIER CORPORATION (Palm Beach Gardens, FL)', 'Carrier Corporation']","{'subsidiaries': [], 'parent_organizations': ['Q1045758'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Carrier Corp|Carrier|CARRIER CORPORATION (Palm Beach Gardens, FL)|Carrier Corporation",4,,0,0,1,0,0,,
EIZO,Q592182,"['EIZO Corporation', 'Eizo Nanao Corporation', 'Eizo']","{'subsidiaries': ['Q617752'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,EIZO Corporation|Eizo Nanao Corporation|Eizo,3,,0,1,0,0,0,Irem,
CATERPILLAR INC,Q459965,"['Caterpillar Tractor Company', 'CAT', 'Caterpillar', 'Caterpillar Inc. (Peoria, IL)', 'CATERPILLAR INC.', 'Caterpillar Inc.']","{'subsidiaries': ['Q7556054', 'Q2071252', 'Q7248577', 'Q28971305', 'Q28971317', 'Q30338455', 'Q58172313'], 'parent_organizations': [], 'successors': [], 'predecessors': ['Q5006643', 'Q9293385'], 'replaces': [], 'replaced_by': []}","['Electro-Motive Diesel', 'Perkins Engines']",found,"Caterpillar Tractor Company|CAT|Caterpillar|Caterpillar Inc. (Peoria, IL)|CATERPILLAR INC.|Caterpillar Inc.",6,Electro-Motive Diesel|Perkins Engines,2,7,0,0,2,Solar Turbines|Perkins Engines|Progress Rail Services|Caterpillar (United Kingdom)|Caterpillar Germany|Caterpillar (Switzerland)|Solar Turbines EAME,Electro-Motive Diesel|Perkins Engines
CRETORS,Q5184744,['Cretors'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Cretors,1,,0,0,0,0,0,,
DURABLE,Q1266691,['Durable'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Durable,1,,0,0,0,0,0,,
RICOH USA,Q126392162,['Ricoh USA'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Ricoh USA,1,,0,0,0,0,0,,
TONERC,Q54974065,"['TONERCENTRUM, s.r.o.', 'TONERCENTRUM']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"TONERCENTRUM, s.r.o.|TONERCENTRUM",2,,0,0,0,0,0,,
LUTRON,Q6705935,['Lutron Electronics Company'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Lutron Electronics Company,1,,0,0,0,0,0,,
AGM GLOBAL VISION,Q135966621,"['AGM', 'AGM Global Vision LLC', 'AGM USA', 'AGM Global Vision']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,AGM|AGM Global Vision LLC|AGM USA|AGM Global Vision,4,,0,0,0,0,0,,
FUJI ELECTRIC,Q498662,"['Fuji Electric Co., Ltd.', 'Fuji Denki Kabushiki-gaisha', 'Fuji Denki', 'Fe', 'FE', 'Fuji Electic Holdings', 'Fuji Electric Group', 'Fuji Electric Corporation', 'Fuji Electric Corp.', 'Fuji Electric Manufacturing', 'Fuji Electric']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Fuji Electric Co., Ltd.|Fuji Denki Kabushiki-gaisha|Fuji Denki|Fe|FE|Fuji Electic Holdings|Fuji Electric Group|Fuji Electric Corporation|Fuji Electric Corp.|Fuji Electric Manufacturing|Fuji Electric",11,,0,0,0,0,0,,
ELECTRONIC THEATRE CONTROLS,Q1326112,"['ETC', 'Electronic Theatre Controls']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,ETC|Electronic Theatre Controls,2,,0,0,0,0,0,,
TRAVISMATHEW,Q128212818,['TravisMathew'],"{'subsidiaries': [], 'parent_organizations': ['Q1027181'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,TravisMathew,1,,0,0,1,0,0,,
GEORGIA-PACIFIC,Q1509282,"['Georgia-Pacific LLC', 'Georgia Pacific', 'Georgia-Pacific Corporation', 'Georgia-Pacific Group', 'Georgia Pacific Corporation', 'Georgia-Pacific']","{'subsidiaries': ['Q30338200', 'Q4791714', 'Q5468123'], 'parent_organizations': ['Q1496384'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Georgia-Pacific LLC|Georgia Pacific|Georgia-Pacific Corporation|Georgia-Pacific Group|Georgia Pacific Corporation|Georgia-Pacific,6,,0,3,1,0,0,"Georgia-Pacific (France)|Arkansas, Louisiana and Mississippi Railroad|Fordyce and Princeton Railroad",
